Instance name, X location, Y location, Voltage
_198_, 21.84, 35.36, 1.79992
_201_, 21.84, 35.36, 1.79992
_203_, 21.84, 35.36, 1.79992
_346_, 21.84, 35.36, 1.79992
output28, 21.84, 35.36, 1.79992
FILLER_0_9_34, 21.84, 35.36, 1.79992
FILLER_0_9_44, 21.84, 35.36, 1.79992
_200_, 21.84, 29.92, 1.79994
_398_, 21.84, 29.92, 1.79994
_405_, 21.84, 29.92, 1.79994
_437_, 21.84, 29.92, 1.79994
_197_, 21.84, 24.48, 1.79989
_241_, 21.84, 24.48, 1.79989
_242_, 21.84, 24.48, 1.79989
_253_, 21.84, 24.48, 1.79989
_282_, 21.84, 24.48, 1.79989
_288_, 21.84, 24.48, 1.79989
_402_, 21.84, 24.48, 1.79989
_403_, 21.84, 24.48, 1.79989
_214_, 21.84, 19.04, 1.79989
_281_, 21.84, 19.04, 1.79989
_376_, 21.84, 19.04, 1.79989
_377_, 21.84, 19.04, 1.79989
_383_, 21.84, 19.04, 1.79989
_181_, 21.84, 13.6, 1.79975
_213_, 21.84, 13.6, 1.79975
_381_, 21.84, 13.6, 1.79975
_382_, 21.84, 13.6, 1.79975
_422_, 21.84, 13.6, 1.79975
output34, 21.84, 13.6, 1.79975
output40, 21.84, 13.6, 1.79975
output84, 21.84, 13.6, 1.79975
output86, 21.84, 13.6, 1.79975
output87, 21.84, 13.6, 1.79975
PHY_EDGE_ROW_8_Left_18, 5.52, 35.36, 1.79991
PHY_EDGE_ROW_9_Left_19, 5.52, 35.36, 1.79991
output26, 5.52, 35.36, 1.79991
PHY_EDGE_ROW_8_Right_8, 139.38, 35.36, 1.7994
PHY_EDGE_ROW_9_Right_9, 139.38, 35.36, 1.7994
input24, 139.38, 35.36, 1.7994
output52, 139.38, 35.36, 1.7994
output59, 139.38, 35.36, 1.7994
output60, 139.38, 35.36, 1.7994
_199_, 13.68, 35.36, 1.79991
input25, 13.68, 35.36, 1.79991
output27, 13.68, 35.36, 1.79991
output63, 13.68, 35.36, 1.79991
output68, 13.68, 35.36, 1.79991
output70, 13.68, 35.36, 1.79991
_401_, 34.9, 35.36, 1.79983
_425_, 34.9, 35.36, 1.79983
output29, 34.9, 35.36, 1.79983
output30, 34.9, 35.36, 1.79983
_205_, 47.96, 35.36, 1.79975
_206_, 47.96, 35.36, 1.79975
_207_, 47.96, 35.36, 1.79975
_409_, 47.96, 35.36, 1.79975
output31, 47.96, 35.36, 1.79975
fanout111, 47.96, 35.36, 1.79975
FILLER_0_9_106, 47.96, 35.36, 1.79975
_209_, 61.02, 35.36, 1.79967
_413_, 61.02, 35.36, 1.79967
output32, 61.02, 35.36, 1.79967
_191_, 74.08, 35.36, 1.79959
_324_, 74.08, 35.36, 1.79959
_325_, 74.08, 35.36, 1.79959
_354_, 74.08, 35.36, 1.79959
input10, 74.08, 35.36, 1.79959
fanout114, 74.08, 35.36, 1.79959
fanout115, 74.08, 35.36, 1.79959
_192_, 87.14, 35.36, 1.79951
_326_, 87.14, 35.36, 1.79951
_330_, 87.14, 35.36, 1.79951
_331_, 87.14, 35.36, 1.79951
_335_, 87.14, 35.36, 1.79951
_339_, 87.14, 35.36, 1.79951
input1, 87.14, 35.36, 1.79951
input12, 87.14, 35.36, 1.79951
_392_, 100.2, 35.36, 1.79945
input8, 100.2, 35.36, 1.79945
input11, 100.2, 35.36, 1.79945
fanout109, 100.2, 35.36, 1.79945
fanout112, 100.2, 35.36, 1.79945
fanout117, 100.2, 35.36, 1.79945
fanout118, 100.2, 35.36, 1.79945
_367_, 113.26, 35.36, 1.79941
_416_, 113.26, 35.36, 1.79941
input4, 113.26, 35.36, 1.79941
_210_, 126.32, 35.36, 1.7994
_275_, 126.32, 35.36, 1.7994
input5, 126.32, 35.36, 1.7994
input6, 126.32, 35.36, 1.7994
input7, 126.32, 35.36, 1.7994
output61, 126.32, 35.36, 1.7994
FILLER_0_9_261, 126.32, 35.36, 1.7994
PHY_EDGE_ROW_6_Left_16, 5.52, 29.92, 1.79993
PHY_EDGE_ROW_7_Left_17, 5.52, 29.92, 1.79993
output67, 5.52, 29.92, 1.79993
output69, 5.52, 29.92, 1.79993
output71, 5.52, 29.92, 1.79993
output72, 5.52, 29.92, 1.79993
PHY_EDGE_ROW_6_Right_6, 139.38, 29.92, 1.79962
PHY_EDGE_ROW_7_Right_7, 139.38, 29.92, 1.79962
output54, 139.38, 29.92, 1.79962
output56, 139.38, 29.92, 1.79962
output58, 139.38, 29.92, 1.79962
ANTENNA_2, 139.38, 29.92, 1.79962
ANTENNA_4, 139.38, 29.92, 1.79962
_384_, 13.68, 29.92, 1.79993
_424_, 13.68, 29.92, 1.79993
FILLER_0_6_11, 13.68, 29.92, 1.79993
FILLER_0_7_11, 13.68, 29.92, 1.79993
FILLER_0_8_18, 13.68, 29.92, 1.79993
_204_, 34.9, 29.92, 1.79986
_254_, 34.9, 29.92, 1.79986
_385_, 34.9, 29.92, 1.79986
_399_, 34.9, 29.92, 1.79986
_400_, 34.9, 29.92, 1.79986
_440_, 34.9, 29.92, 1.79986
fanout95, 34.9, 29.92, 1.79986
fanout100, 34.9, 29.92, 1.79986
_397_, 47.96, 29.92, 1.7998
_408_, 47.96, 29.92, 1.7998
_410_, 47.96, 29.92, 1.7998
_439_, 47.96, 29.92, 1.7998
FILLER_0_7_97, 47.96, 29.92, 1.7998
_180_, 61.02, 29.92, 1.79975
_208_, 61.02, 29.92, 1.79975
_291_, 61.02, 29.92, 1.79975
_293_, 61.02, 29.92, 1.79975
_355_, 61.02, 29.92, 1.79975
_406_, 61.02, 29.92, 1.79975
output33, 61.02, 29.92, 1.79975
fanout107, 61.02, 29.92, 1.79975
FILLER_0_7_126, 61.02, 29.92, 1.79975
_294_, 74.08, 29.92, 1.79971
_323_, 74.08, 29.92, 1.79971
_332_, 74.08, 29.92, 1.79971
_333_, 74.08, 29.92, 1.79971
_396_, 74.08, 29.92, 1.79971
_436_, 74.08, 29.92, 1.79971
fanout116, 74.08, 29.92, 1.79971
_190_, 87.14, 29.92, 1.79967
_319_, 87.14, 29.92, 1.79967
_320_, 87.14, 29.92, 1.79967
_321_, 87.14, 29.92, 1.79967
_334_, 87.14, 29.92, 1.79967
_336_, 87.14, 29.92, 1.79967
_338_, 87.14, 29.92, 1.79967
FILLER_0_6_166, 87.14, 29.92, 1.79967
FILLER_0_7_169, 87.14, 29.92, 1.79967
_297_, 100.2, 29.92, 1.79964
_371_, 100.2, 29.92, 1.79964
_417_, 100.2, 29.92, 1.79964
_435_, 100.2, 29.92, 1.79964
_239_, 113.26, 29.92, 1.79962
_363_, 113.26, 29.92, 1.79962
_365_, 113.26, 29.92, 1.79962
_366_, 113.26, 29.92, 1.79962
_370_, 113.26, 29.92, 1.79962
_415_, 113.26, 29.92, 1.79962
fanout99, 113.26, 29.92, 1.79962
fanout108, 113.26, 29.92, 1.79962
_315_, 126.32, 29.92, 1.79962
_316_, 126.32, 29.92, 1.79962
_361_, 126.32, 29.92, 1.79962
output55, 126.32, 29.92, 1.79962
output57, 126.32, 29.92, 1.79962
FILLER_0_8_268, 126.32, 29.92, 1.79962
PHY_EDGE_ROW_4_Left_14, 5.52, 24.48, 1.79988
PHY_EDGE_ROW_5_Left_15, 5.52, 24.48, 1.79988
output62, 5.52, 24.48, 1.79988
output64, 5.52, 24.48, 1.79988
output65, 5.52, 24.48, 1.79988
output66, 5.52, 24.48, 1.79988
PHY_EDGE_ROW_4_Right_4, 139.38, 24.48, 1.7993
PHY_EDGE_ROW_5_Right_5, 139.38, 24.48, 1.7993
output51, 139.38, 24.48, 1.7993
output53, 139.38, 24.48, 1.7993
ANTENNA_1, 139.38, 24.48, 1.7993
FILLER_0_5_281, 139.38, 24.48, 1.7993
_360_, 13.68, 24.48, 1.79988
_404_, 13.68, 24.48, 1.79988
_438_, 13.68, 24.48, 1.79988
_202_, 34.9, 24.48, 1.7998
_211_, 34.9, 24.48, 1.7998
_240_, 34.9, 24.48, 1.7998
_251_, 34.9, 24.48, 1.7998
_255_, 34.9, 24.48, 1.7998
_283_, 34.9, 24.48, 1.7998
_284_, 34.9, 24.48, 1.7998
_287_, 34.9, 24.48, 1.7998
_412_, 34.9, 24.48, 1.7998
fanout106, 34.9, 24.48, 1.7998
_185_, 47.96, 24.48, 1.79971
_248_, 47.96, 24.48, 1.79971
_249_, 47.96, 24.48, 1.79971
_257_, 47.96, 24.48, 1.79971
_289_, 47.96, 24.48, 1.79971
_290_, 47.96, 24.48, 1.79971
_356_, 47.96, 24.48, 1.79971
_407_, 47.96, 24.48, 1.79971
_411_, 47.96, 24.48, 1.79971
FILLER_0_5_97, 47.96, 24.48, 1.79971
_172_, 61.02, 24.48, 1.79963
_223_, 61.02, 24.48, 1.79963
_224_, 61.02, 24.48, 1.79963
_256_, 61.02, 24.48, 1.79963
_261_, 61.02, 24.48, 1.79963
_292_, 61.02, 24.48, 1.79963
_352_, 61.02, 24.48, 1.79963
_353_, 61.02, 24.48, 1.79963
FILLER_0_5_113, 61.02, 24.48, 1.79963
_260_, 74.08, 24.48, 1.79955
_322_, 74.08, 24.48, 1.79955
_393_, 74.08, 24.48, 1.79955
_394_, 74.08, 24.48, 1.79955
_395_, 74.08, 24.48, 1.79955
fanout101, 74.08, 24.48, 1.79955
fanout103, 74.08, 24.48, 1.79955
fanout113, 74.08, 24.48, 1.79955
FILLER_0_5_162, 74.08, 24.48, 1.79955
_178_, 87.14, 24.48, 1.79948
_229_, 87.14, 24.48, 1.79948
_268_, 87.14, 24.48, 1.79948
_272_, 87.14, 24.48, 1.79948
_295_, 87.14, 24.48, 1.79948
_296_, 87.14, 24.48, 1.79948
_298_, 87.14, 24.48, 1.79948
_317_, 87.14, 24.48, 1.79948
_318_, 87.14, 24.48, 1.79948
FILLER_0_5_181, 87.14, 24.48, 1.79948
_184_, 100.2, 24.48, 1.7994
_186_, 100.2, 24.48, 1.7994
_187_, 100.2, 24.48, 1.7994
_267_, 100.2, 24.48, 1.7994
_271_, 100.2, 24.48, 1.7994
_274_, 100.2, 24.48, 1.7994
_276_, 100.2, 24.48, 1.7994
_278_, 100.2, 24.48, 1.7994
_280_, 100.2, 24.48, 1.7994
_299_, 100.2, 24.48, 1.7994
_300_, 100.2, 24.48, 1.7994
_301_, 100.2, 24.48, 1.7994
_175_, 113.26, 24.48, 1.79934
_238_, 113.26, 24.48, 1.79934
_277_, 113.26, 24.48, 1.79934
_279_, 113.26, 24.48, 1.79934
_362_, 113.26, 24.48, 1.79934
_364_, 113.26, 24.48, 1.79934
_432_, 113.26, 24.48, 1.79934
fanout98, 113.26, 24.48, 1.79934
fanout104, 113.26, 24.48, 1.79934
fanout105, 113.26, 24.48, 1.79934
_433_, 126.32, 24.48, 1.7993
output74, 126.32, 24.48, 1.7993
output75, 126.32, 24.48, 1.7993
output76, 126.32, 24.48, 1.7993
output79, 126.32, 24.48, 1.7993
ANTENNA_3, 126.32, 24.48, 1.7993
_419_, 5.52, 19.04, 1.79987
PHY_EDGE_ROW_2_Left_12, 5.52, 19.04, 1.79987
PHY_EDGE_ROW_3_Left_13, 5.52, 19.04, 1.79987
output85, 5.52, 19.04, 1.79987
output93, 5.52, 19.04, 1.79987
output94, 5.52, 19.04, 1.79987
PHY_EDGE_ROW_2_Right_2, 139.38, 19.04, 1.79941
PHY_EDGE_ROW_3_Right_3, 139.38, 19.04, 1.79941
output78, 139.38, 19.04, 1.79941
output80, 139.38, 19.04, 1.79941
output83, 139.38, 19.04, 1.79941
ANTENNA_5, 139.38, 19.04, 1.79941
FILLER_0_3_277, 139.38, 19.04, 1.79941
FILLER_0_3_285, 139.38, 19.04, 1.79941
_379_, 13.68, 19.04, 1.79988
input3, 13.68, 19.04, 1.79988
output88, 13.68, 19.04, 1.79988
output89, 13.68, 19.04, 1.79988
output91, 13.68, 19.04, 1.79988
_243_, 34.9, 19.04, 1.79982
_244_, 34.9, 19.04, 1.79982
_245_, 34.9, 19.04, 1.79982
_247_, 34.9, 19.04, 1.79982
_250_, 34.9, 19.04, 1.79982
_286_, 34.9, 19.04, 1.79982
FILLER_0_3_70, 34.9, 19.04, 1.79982
FILLER_0_4_70, 34.9, 19.04, 1.79982
_183_, 47.96, 19.04, 1.79974
_219_, 47.96, 19.04, 1.79974
_220_, 47.96, 19.04, 1.79974
_221_, 47.96, 19.04, 1.79974
_252_, 47.96, 19.04, 1.79974
_258_, 47.96, 19.04, 1.79974
_285_, 47.96, 19.04, 1.79974
_358_, 47.96, 19.04, 1.79974
FILLER_0_2_91, 47.96, 19.04, 1.79974
FILLER_0_3_95, 47.96, 19.04, 1.79974
_222_, 61.02, 19.04, 1.79967
_259_, 61.02, 19.04, 1.79967
_262_, 61.02, 19.04, 1.79967
_264_, 61.02, 19.04, 1.79967
_327_, 61.02, 19.04, 1.79967
_328_, 61.02, 19.04, 1.79967
_342_, 61.02, 19.04, 1.79967
FILLER_0_3_118, 61.02, 19.04, 1.79967
FILLER_0_4_128, 61.02, 19.04, 1.79967
_182_, 74.08, 19.04, 1.79961
_226_, 74.08, 19.04, 1.79961
_227_, 74.08, 19.04, 1.79961
_263_, 74.08, 19.04, 1.79961
_265_, 74.08, 19.04, 1.79961
_266_, 74.08, 19.04, 1.79961
_269_, 74.08, 19.04, 1.79961
_270_, 74.08, 19.04, 1.79961
_343_, 74.08, 19.04, 1.79961
fanout96, 74.08, 19.04, 1.79961
FILLER_0_2_149, 74.08, 19.04, 1.79961
FILLER_0_4_151, 74.08, 19.04, 1.79961
_177_, 87.14, 19.04, 1.79955
_230_, 87.14, 19.04, 1.79955
_374_, 87.14, 19.04, 1.79955
_375_, 87.14, 19.04, 1.79955
_418_, 87.14, 19.04, 1.79955
max_cap97, 87.14, 19.04, 1.79955
FILLER_0_4_187, 87.14, 19.04, 1.79955
_173_, 100.2, 19.04, 1.79949
_176_, 100.2, 19.04, 1.79949
_233_, 100.2, 19.04, 1.79949
_234_, 100.2, 19.04, 1.79949
_235_, 100.2, 19.04, 1.79949
_237_, 100.2, 19.04, 1.79949
_273_, 100.2, 19.04, 1.79949
_369_, 100.2, 19.04, 1.79949
_372_, 100.2, 19.04, 1.79949
_373_, 100.2, 19.04, 1.79949
_429_, 100.2, 19.04, 1.79949
fanout110, 100.2, 19.04, 1.79949
_212_, 113.26, 19.04, 1.79943
_236_, 113.26, 19.04, 1.79943
